"cle_retour_client";"note";"cle_produit";"ref_magasin";"date_achat";"libelle_source";"libelle_categorie";"recommandation"
158238;9;12;10;"2021-03-02";"téléphone";"service après-vente";"1"
158239;9;7;56;"2021-10-27";"téléphone";"livraison";"1"
158240;8;130;68;"2021-01-30";"email";"expérience en magasin";"1"
158241;9;119;80;"2021-07-21";"réseaux sociaux";"livraison";""
158242;8;79;23;"2021-10-04";"téléphone";"service après-vente";"1"
158243;10;88;69;"2021-09-16";"email";"expérience en magasin";"1"
158244;9;101;18;"2021-11-26";"email";"service après-vente";"1"
158245;9;13;7;"2021-01-13";"réseaux sociaux";"service après-vente";""
158246;9;44;39;"2021-03-31";"réseaux sociaux";"service après-vente";"1"
158247;8;79;8;"2021-06-15";"email";"livraison";"1"
158248;9;4;15;"2021-11-17";"email";"livraison";"1"
158249;8;112;28;"2021-03-24";"email";"livraison";"1"
158250;8;134;45;"2021-04-07";"réseaux sociaux";"expérience en magasin";"1"
158251;9;101;52;"2021-08-26";"téléphone";"qualité produit";"1"
158252;8;22;53;"2021-05-22";"réseaux sociaux";"service après-vente";"1"
158253;9;110;46;"2021-07-16";"réseaux sociaux";"livraison";"1"
158254;7;10;19;"2021-02-24";"email";"livraison";"1"
158255;8;42;32;"2021-11-07";"réseaux sociaux";"qualité produit";"1"
158256;8;109;73;"2021-08-04";"téléphone";"livraison";"1"
158257;7;73;71;"2021-01-31";"email";"livraison";"1"
158258;9;42;11;"2021-02-07";"téléphone";"qualité produit";"1"
158259;6;12;26;"2021-04-12";"réseaux sociaux";"service après-vente";""
158260;9;86;23;"2021-08-10";"email";"livraison";"1"
158261;8;86;4;"2021-05-06";"email";"expérience en magasin";"1"
158262;9;123;36;"2021-04-06";"téléphone";"livraison";"1"
158263;10;97;27;"2021-12-20";"email";"qualité produit";"1"
158264;9;18;10;"2021-02-12";"email";"service après-vente";"1"
158265;9;138;37;"2021-08-22";"email";"expérience en magasin";"1"
158266;7;120;43;"2021-09-30";"email";"expérience en magasin";"1"
158267;9;51;9;"2021-01-20";"réseaux sociaux";"expérience en magasin";""
158268;8;70;16;"2021-07-29";"email";"expérience en magasin";"1"
158269;8;7;30;"2021-02-06";"téléphone";"qualité produit";"1"
158270;9;5;83;"2021-08-16";"email";"livraison";"1"
158271;8;6;83;"2021-01-13";"réseaux sociaux";"drive";"1"
158272;8;37;6;"2021-04-29";"réseaux sociaux";"qualité produit";"1"
158273;7;64;39;"2021-05-19";"email";"drive";"1"
158274;7;7;62;"2021-11-28";"réseaux sociaux";"service après-vente";""
158275;10;55;66;"2021-07-15";"email";"service après-vente";"1"
158276;9;95;26;"2021-11-20";"réseaux sociaux";"drive";""
158277;9;94;35;"2021-06-02";"téléphone";"drive";"1"
158278;9;17;47;"2021-06-27";"email";"qualité produit";"1"
158279;9;80;15;"2021-05-24";"email";"expérience en magasin";"1"
158280;9;17;1;"2021-07-06";"téléphone";"service après-vente";"1"
158281;10;57;10;"2021-03-13";"téléphone";"service après-vente";"1"
158282;8;46;70;"2021-01-05";"email";"expérience en magasin";"1"
158283;10;108;5;"2021-03-21";"téléphone";"expérience en magasin";"1"
158284;6;79;6;"2021-08-20";"réseaux sociaux";"livraison";""
158285;6;92;29;"2021-05-27";"réseaux sociaux";"livraison";""
158286;9;71;23;"2021-10-26";"email";"service après-vente";"1"
158287;7;93;37;"2021-04-28";"email";"service après-vente";"1"
158288;9;15;16;"2021-03-30";"téléphone";"qualité produit";"1"
158289;10;140;83;"2021-02-16";"réseaux sociaux";"drive";""
158290;9;75;73;"2021-10-12";"réseaux sociaux";"livraison";""
158291;8;84;42;"2021-02-07";"téléphone";"expérience en magasin";"1"
158292;7;98;82;"2021-07-17";"email";"service après-vente";"0"
158293;7;39;12;"2021-11-17";"réseaux sociaux";"drive";""
158294;9;44;68;"2021-01-14";"email";"service après-vente";"1"
158295;9;127;2;"2021-11-02";"téléphone";"service après-vente";"1"
158296;7;74;12;"2021-05-25";"email";"drive";"0"
158297;10;84;24;"2021-09-19";"email";"livraison";"1"
158298;8;122;38;"2021-06-06";"réseaux sociaux";"livraison";""
158299;9;68;6;"2021-08-27";"email";"livraison";"1"
158300;8;132;24;"2021-05-30";"téléphone";"qualité produit";"1"
158301;9;16;39;"2021-07-11";"téléphone";"service après-vente";"1"
158302;9;65;82;"2021-06-14";"téléphone";"expérience en magasin";"1"
158303;9;135;18;"2021-08-27";"email";"service après-vente";"1"
158304;8;102;17;"2021-06-10";"téléphone";"expérience en magasin";"1"
158305;10;14;15;"2021-05-21";"téléphone";"drive";"1"
158306;9;37;57;"2021-09-19";"réseaux sociaux";"drive";"1"
158307;9;29;75;"2021-04-03";"email";"qualité produit";"1"
158308;7;27;19;"2021-09-07";"email";"qualité produit";"1"
158309;9;60;82;"2021-07-18";"téléphone";"expérience en magasin";"1"
158310;7;16;64;"2021-05-02";"téléphone";"drive";"1"
158311;7;50;53;"2021-05-04";"email";"service après-vente";"1"
158312;9;46;33;"2021-01-17";"réseaux sociaux";"drive";"1"
158313;10;136;47;"2021-05-29";"téléphone";"expérience en magasin";"1"
158314;7;12;68;"2021-10-13";"email";"livraison";"1"
158315;9;24;33;"2021-07-27";"réseaux sociaux";"livraison";""
158316;9;5;57;"2021-04-07";"réseaux sociaux";"livraison";""
158317;9;73;33;"2021-01-16";"email";"drive";"1"
158318;8;53;13;"2021-10-21";"téléphone";"qualité produit";"1"
158319;10;118;46;"2021-12-13";"téléphone";"livraison";"1"
158320;9;52;47;"2021-02-10";"réseaux sociaux";"livraison";""
158321;7;119;7;"2021-06-16";"email";"drive";"1"
158322;9;101;63;"2021-03-29";"email";"drive";"1"
158323;2;8;51;"2021-11-13";"réseaux sociaux";"drive";""
158324;9;94;71;"2021-02-17";"réseaux sociaux";"expérience en magasin";"1"
158325;10;106;71;"2021-03-27";"téléphone";"drive";"1"
158326;9;4;53;"2021-12-07";"réseaux sociaux";"expérience en magasin";"1"
158327;8;37;15;"2021-02-14";"réseaux sociaux";"drive";""
158328;9;8;57;"2021-04-19";"email";"service après-vente";"1"
158329;9;123;20;"2021-09-07";"email";"livraison";"1"
158330;8;17;70;"2021-03-14";"réseaux sociaux";"qualité produit";""
158331;7;81;53;"2021-12-15";"email";"expérience en magasin";"1"
158332;9;141;43;"2021-10-04";"email";"drive";"1"
158333;9;7;74;"2021-03-05";"téléphone";"expérience en magasin";"1"
158334;9;85;62;"2021-11-22";"email";"qualité produit";"1"
158335;10;133;83;"2021-03-09";"téléphone";"drive";"1"
158336;8;85;56;"2021-03-23";"téléphone";"livraison";"1"
158337;8;133;12;"2021-08-08";"téléphone";"livraison";"1"
158338;9;79;66;"2021-01-05";"réseaux sociaux";"expérience en magasin";""
158339;9;132;10;"2021-01-21";"réseaux sociaux";"qualité produit";""
158340;9;43;20;"2021-12-12";"email";"service après-vente";"1"
158341;10;94;56;"2021-01-12";"réseaux sociaux";"expérience en magasin";""
158342;9;60;81;"2021-11-11";"email";"service après-vente";"1"
158343;10;123;9;"2021-04-26";"téléphone";"service après-vente";"1"
158344;10;79;75;"2021-03-30";"réseaux sociaux";"qualité produit";""
158345;6;8;66;"2021-09-12";"réseaux sociaux";"expérience en magasin";""
158346;9;68;53;"2021-05-03";"email";"service après-vente";"1"
158347;8;16;43;"2021-10-25";"réseaux sociaux";"drive";""
158348;8;11;33;"2021-04-30";"email";"expérience en magasin";"1"
158349;8;79;25;"2021-08-25";"email";"service après-vente";"1"
158350;9;16;69;"2021-01-17";"réseaux sociaux";"livraison";""
158351;9;102;81;"2021-12-12";"email";"expérience en magasin";"1"
158352;9;26;79;"2021-08-28";"téléphone";"livraison";"1"
158353;7;133;44;"2021-03-12";"réseaux sociaux";"qualité produit";""
158354;9;71;76;"2021-07-07";"réseaux sociaux";"qualité produit";"1"
158355;9;112;3;"2021-07-02";"téléphone";"qualité produit";"1"
158356;9;124;25;"2021-03-08";"email";"qualité produit";"1"
158357;8;97;29;"2021-02-06";"réseaux sociaux";"livraison";"1"
158358;9;105;29;"2021-04-29";"réseaux sociaux";"drive";"1"
158359;9;8;6;"2021-05-21";"réseaux sociaux";"service après-vente";"1"
158360;9;109;30;"2021-12-22";"email";"drive";"1"
158361;9;33;39;"2021-04-24";"téléphone";"livraison";"1"
158362;8;86;51;"2021-10-08";"réseaux sociaux";"service après-vente";""
158363;10;36;54;"2021-02-09";"email";"service après-vente";"0"
158364;9;107;24;"2021-06-10";"email";"service après-vente";"1"
158365;8;3;23;"2021-07-12";"email";"drive";"1"
158366;9;65;30;"2021-07-02";"réseaux sociaux";"service après-vente";""
158367;6;59;29;"2021-12-10";"réseaux sociaux";"qualité produit";""
158368;7;42;24;"2021-01-08";"réseaux sociaux";"qualité produit";""
158369;8;34;83;"2021-08-29";"téléphone";"service après-vente";"1"
158370;8;140;22;"2021-06-15";"email";"livraison";"1"
158371;9;45;19;"2021-03-03";"réseaux sociaux";"drive";""
158372;8;111;75;"2021-04-25";"email";"service après-vente";"1"
158373;10;11;62;"2021-11-01";"téléphone";"drive";"1"
158374;10;24;22;"2021-05-30";"email";"livraison";"1"
158375;8;132;75;"2021-03-02";"téléphone";"expérience en magasin";"1"
158376;8;14;4;"2021-08-03";"réseaux sociaux";"qualité produit";""
158377;7;121;33;"2021-06-20";"email";"drive";"1"
158378;7;141;4;"2021-05-03";"email";"livraison";"1"
158379;8;143;79;"2021-04-22";"téléphone";"livraison";"1"
158380;10;124;63;"2021-05-03";"réseaux sociaux";"service après-vente";""
158381;9;35;10;"2021-06-19";"téléphone";"drive";"1"
158382;7;20;30;"2021-04-25";"email";"service après-vente";"1"
158383;10;105;69;"2021-09-18";"téléphone";"qualité produit";"1"
158384;9;138;80;"2021-10-14";"réseaux sociaux";"drive";""
158385;9;28;43;"2021-08-27";"téléphone";"livraison";"1"
158386;7;32;65;"2021-12-02";"réseaux sociaux";"livraison";""
158387;8;43;16;"2021-10-22";"réseaux sociaux";"service après-vente";""
158388;9;85;73;"2021-09-08";"téléphone";"qualité produit";"1"
158389;9;27;32;"2021-07-17";"réseaux sociaux";"expérience en magasin";"1"
158390;6;95;40;"2021-11-11";"réseaux sociaux";"drive";""
158391;9;47;71;"2021-06-18";"email";"qualité produit";"1"
158392;8;60;73;"2021-04-15";"téléphone";"expérience en magasin";"1"
158393;9;141;24;"2021-01-09";"téléphone";"livraison";"1"
158394;7;11;1;"2021-10-30";"téléphone";"drive";"1"
158395;7;1;66;"2021-06-13";"téléphone";"service après-vente";"0"
158396;8;121;68;"2021-05-31";"email";"qualité produit";"1"
158397;7;118;52;"2021-04-01";"email";"expérience en magasin";"1"
158398;8;113;11;"2021-08-29";"réseaux sociaux";"qualité produit";"1"
158399;7;66;36;"2021-02-27";"téléphone";"qualité produit";"0"
158400;8;13;13;"2021-01-29";"email";"qualité produit";"0"
158401;10;90;40;"2021-10-13";"réseaux sociaux";"qualité produit";""
158402;9;30;41;"2021-12-11";"réseaux sociaux";"service après-vente";""
158403;8;22;34;"2021-03-13";"email";"expérience en magasin";"1"
158404;9;103;67;"2021-05-21";"email";"drive";"1"
158405;8;76;56;"2021-04-16";"email";"service après-vente";"1"
158406;8;39;1;"2021-07-14";"réseaux sociaux";"qualité produit";""
158407;7;123;46;"2021-09-18";"réseaux sociaux";"service après-vente";""
158408;9;24;53;"2021-06-12";"téléphone";"expérience en magasin";"1"
158409;7;62;67;"2021-08-16";"téléphone";"livraison";"1"
158410;9;144;37;"2021-07-23";"téléphone";"service après-vente";"1"
158411;7;68;36;"2021-04-08";"téléphone";"drive";"1"
158412;9;94;47;"2021-08-13";"réseaux sociaux";"livraison";""
158413;9;96;68;"2021-11-28";"email";"livraison";"1"
158414;8;131;57;"2021-11-30";"téléphone";"livraison";"1"
158415;8;79;3;"2021-01-31";"email";"service après-vente";"1"
158416;7;128;81;"2021-12-04";"téléphone";"livraison";"1"
158417;9;113;36;"2021-04-13";"email";"livraison";"1"
158418;10;92;77;"2021-11-21";"email";"service après-vente";"1"
158419;9;129;29;"2021-10-28";"email";"qualité produit";"1"
158420;9;143;45;"2021-06-26";"téléphone";"drive";"1"
158421;9;135;83;"2021-09-07";"email";"qualité produit";"1"
158422;7;89;63;"2021-08-03";"email";"drive";"1"
158423;9;111;4;"2021-11-02";"réseaux sociaux";"qualité produit";""
158424;7;63;82;"2021-07-26";"réseaux sociaux";"drive";""
158425;8;3;50;"2021-12-02";"email";"livraison";"1"
158426;9;75;67;"2021-07-30";"téléphone";"drive";"1"
158427;7;39;59;"2021-09-18";"réseaux sociaux";"drive";""
158428;9;118;60;"2021-04-16";"email";"livraison";"1"
158429;7;14;63;"2021-04-30";"téléphone";"qualité produit";"1"
158430;8;53;83;"2021-08-07";"téléphone";"service après-vente";"1"
158431;7;76;73;"2021-10-05";"téléphone";"drive";"1"
158432;9;121;38;"2021-02-25";"email";"expérience en magasin";"1"
158433;9;126;8;"2021-03-24";"email";"drive";"0"
158434;8;8;26;"2021-09-28";"email";"service après-vente";"1"
158435;10;5;43;"2021-05-13";"email";"qualité produit";"1"
158436;8;4;23;"2021-11-12";"email";"drive";"1"
158437;8;75;36;"2021-02-05";"réseaux sociaux";"expérience en magasin";""
158438;7;99;24;"2021-08-30";"téléphone";"drive";"1"
158439;8;81;35;"2021-05-30";"email";"livraison";"1"
158440;7;140;64;"2021-01-25";"téléphone";"livraison";"1"
158441;8;58;25;"2021-01-16";"réseaux sociaux";"expérience en magasin";""
158442;10;4;40;"2021-09-24";"réseaux sociaux";"drive";""
158443;9;43;2;"2021-01-18";"email";"livraison";"1"
158444;9;96;77;"2021-12-09";"email";"qualité produit";"1"
158445;9;112;52;"2021-05-12";"email";"qualité produit";"1"
158446;7;70;28;"2021-04-21";"téléphone";"service après-vente";"1"
158447;9;141;65;"2021-10-08";"téléphone";"drive";"1"
158448;9;6;68;"2021-02-08";"email";"livraison";"1"
158449;7;125;47;"2021-09-30";"email";"livraison";"1"
158450;8;30;77;"2021-06-01";"email";"expérience en magasin";"1"
158451;7;130;40;"2021-02-14";"téléphone";"livraison";"1"
158452;8;143;38;"2021-07-21";"réseaux sociaux";"expérience en magasin";"1"
158453;10;118;1;"2021-04-03";"téléphone";"qualité produit";"1"
158454;8;112;80;"2021-10-20";"téléphone";"livraison";"1"
158455;9;55;14;"2021-11-07";"email";"livraison";"1"
158456;8;41;40;"2021-10-31";"réseaux sociaux";"service après-vente";""
158457;9;1;82;"2021-02-06";"réseaux sociaux";"expérience en magasin";""
158458;8;51;29;"2021-11-26";"téléphone";"expérience en magasin";"1"
158459;10;43;56;"2021-04-06";"téléphone";"drive";"1"
158460;8;114;4;"2021-05-25";"téléphone";"service après-vente";"1"
158461;7;53;32;"2021-11-12";"email";"drive";"1"
158462;9;38;30;"2021-10-26";"email";"qualité produit";"1"
158463;8;141;72;"2021-02-24";"réseaux sociaux";"livraison";"1"
158464;8;134;26;"2021-07-18";"téléphone";"service après-vente";"1"
158465;9;85;71;"2021-08-12";"email";"expérience en magasin";"1"
158466;9;135;34;"2021-10-29";"email";"service après-vente";"1"
158467;8;59;53;"2021-05-27";"réseaux sociaux";"service après-vente";"1"
158468;9;114;82;"2021-10-02";"email";"qualité produit";"0"
158469;8;115;34;"2021-05-02";"réseaux sociaux";"expérience en magasin";"1"
158470;7;106;78;"2021-11-14";"téléphone";"expérience en magasin";"0"
158471;9;95;37;"2021-09-03";"téléphone";"livraison";"1"
158472;8;137;2;"2021-04-20";"téléphone";"service après-vente";"1"
158473;8;3;16;"2021-06-26";"téléphone";"qualité produit";"1"
158474;9;42;7;"2021-10-17";"email";"expérience en magasin";"1"
158475;8;121;3;"2021-03-17";"email";"expérience en magasin";"1"
158476;9;74;69;"2021-11-04";"email";"drive";"0"
158477;7;118;42;"2021-10-19";"email";"livraison";"1"
158478;7;3;40;"2021-10-18";"réseaux sociaux";"drive";""
158479;9;130;10;"2021-07-25";"email";"drive";"1"
158480;9;73;78;"2021-12-16";"réseaux sociaux";"qualité produit";""
158481;8;129;49;"2021-01-15";"réseaux sociaux";"livraison";"1"
158482;7;135;40;"2021-02-16";"email";"livraison";"1"
158483;7;8;28;"2021-12-08";"réseaux sociaux";"service après-vente";""
158484;6;128;75;"2021-09-17";"réseaux sociaux";"livraison";""
158485;9;128;71;"2021-06-03";"email";"service après-vente";"1"
158486;9;48;21;"2021-09-20";"téléphone";"expérience en magasin";"1"
158487;7;136;37;"2021-09-27";"réseaux sociaux";"qualité produit";""
158488;9;31;63;"2021-01-31";"réseaux sociaux";"qualité produit";"1"
158489;10;116;39;"2021-11-23";"téléphone";"expérience en magasin";"0"
158490;7;126;46;"2021-08-03";"téléphone";"drive";"1"
158491;7;91;51;"2021-01-05";"email";"expérience en magasin";"1"
158492;7;85;54;"2021-11-21";"téléphone";"expérience en magasin";"1"
158493;8;137;20;"2021-05-29";"email";"service après-vente";"1"
158494;7;23;62;"2021-10-01";"email";"drive";"1"
158495;9;123;29;"2021-07-29";"email";"drive";"1"
158496;9;46;59;"2021-10-03";"téléphone";"livraison";"1"
158497;7;24;79;"2021-05-13";"email";"livraison";"1"
158498;9;63;50;"2021-08-10";"email";"expérience en magasin";"1"
158499;8;50;28;"2021-06-02";"réseaux sociaux";"service après-vente";""
158500;7;7;73;"2021-09-22";"téléphone";"drive";"1"
158501;8;72;50;"2021-12-11";"email";"drive";"1"
158502;8;94;76;"2021-04-19";"email";"expérience en magasin";"1"
158503;9;90;14;"2021-03-27";"téléphone";"livraison";"0"
158504;9;108;3;"2021-04-27";"réseaux sociaux";"service après-vente";""
158505;9;121;35;"2021-05-15";"réseaux sociaux";"drive";""
158506;9;137;70;"2021-10-12";"téléphone";"service après-vente";"1"
158507;9;43;23;"2021-05-16";"réseaux sociaux";"service après-vente";""
158508;8;38;4;"2021-08-16";"réseaux sociaux";"drive";""
158509;9;48;7;"2021-05-24";"email";"livraison";"0"
158510;8;64;54;"2021-08-31";"email";"service après-vente";"1"
158511;7;44;29;"2021-09-07";"email";"drive";"1"
158512;9;99;1;"2021-06-14";"email";"drive";"1"
158513;9;99;38;"2021-01-02";"réseaux sociaux";"expérience en magasin";""
158514;8;53;78;"2021-05-21";"email";"qualité produit";"1"
158515;9;107;68;"2021-12-11";"email";"livraison";"1"
158516;9;27;15;"2021-09-06";"téléphone";"qualité produit";"1"
158517;10;74;62;"2021-02-13";"téléphone";"expérience en magasin";"1"
158518;10;119;75;"2021-06-12";"réseaux sociaux";"qualité produit";""
158519;10;51;12;"2021-07-18";"email";"livraison";"1"
158520;7;22;31;"2021-01-05";"réseaux sociaux";"service après-vente";""
158521;7;112;60;"2021-10-05";"téléphone";"livraison";"1"
158522;10;97;57;"2021-03-10";"téléphone";"livraison";"1"
158523;7;52;68;"2021-02-18";"téléphone";"qualité produit";"0"
158524;7;21;8;"2021-09-15";"email";"expérience en magasin";"1"
158525;9;35;14;"2021-12-07";"email";"qualité produit";"1"
158526;6;122;20;"2021-11-28";"réseaux sociaux";"service après-vente";""
158527;10;65;40;"2021-09-27";"téléphone";"qualité produit";"1"
158528;9;78;53;"2021-10-07";"téléphone";"drive";"0"
158529;7;17;41;"2021-10-09";"email";"expérience en magasin";"1"
158530;9;71;61;"2021-06-03";"email";"expérience en magasin";"1"
158531;8;47;18;"2021-03-21";"téléphone";"service après-vente";"1"
158532;7;32;18;"2021-07-19";"réseaux sociaux";"expérience en magasin";""
158533;10;7;48;"2021-05-02";"téléphone";"qualité produit";"1"
158534;7;91;3;"2021-03-24";"email";"livraison";"1"
158535;7;52;55;"2021-10-27";"email";"service après-vente";"0"
158536;10;95;56;"2021-08-13";"téléphone";"qualité produit";"1"
158537;7;71;28;"2021-01-02";"téléphone";"expérience en magasin";"1"
158538;7;139;44;"2021-04-14";"email";"drive";"1"
158539;9;130;61;"2021-03-05";"réseaux sociaux";"livraison";""
158540;8;4;13;"2021-09-19";"réseaux sociaux";"qualité produit";""
158541;8;78;50;"2021-08-29";"email";"service après-vente";"1"
158542;8;34;27;"2021-06-24";"email";"livraison";"1"
158543;7;100;71;"2021-05-30";"réseaux sociaux";"service après-vente";""
158544;9;24;42;"2021-08-26";"réseaux sociaux";"service après-vente";""
158545;7;63;63;"2021-06-29";"téléphone";"drive";"0"
158546;9;112;14;"2021-01-23";"téléphone";"service après-vente";"1"
158547;9;23;12;"2021-05-06";"réseaux sociaux";"livraison";""
158548;7;3;9;"2021-06-24";"email";"qualité produit";"1"
158549;7;37;16;"2021-01-21";"email";"drive";"0"
158550;10;127;20;"2021-03-22";"téléphone";"livraison";"1"
158551;7;86;50;"2021-04-01";"téléphone";"drive";"1"
158552;10;104;29;"2021-06-01";"email";"drive";"1"
158553;9;112;69;"2021-02-20";"téléphone";"qualité produit";"1"
158554;8;25;50;"2021-06-06";"email";"service après-vente";"1"
158555;9;44;26;"2021-02-05";"email";"livraison";"1"
158556;6;140;79;"2021-02-24";"réseaux sociaux";"qualité produit";""
158557;7;42;3;"2021-06-28";"téléphone";"service après-vente";"1"
158558;8;84;13;"2021-01-08";"réseaux sociaux";"qualité produit";""
158559;7;38;29;"2021-04-22";"email";"service après-vente";"0"
158560;6;42;39;"2021-05-15";"réseaux sociaux";"service après-vente";""
158561;9;144;9;"2021-03-21";"réseaux sociaux";"qualité produit";""
158562;8;39;9;"2021-03-17";"email";"expérience en magasin";"1"
158563;10;53;32;"2021-04-24";"email";"drive";"1"
158564;8;50;25;"2021-04-12";"réseaux sociaux";"drive";""
158565;10;26;24;"2021-10-22";"réseaux sociaux";"service après-vente";""
158566;9;2;52;"2021-06-12";"réseaux sociaux";"livraison";""
158567;7;63;24;"2021-03-30";"email";"qualité produit";"1"
158568;8;15;8;"2021-05-03";"email";"livraison";"1"
158569;9;6;36;"2021-01-20";"téléphone";"livraison";"1"
158570;9;52;58;"2021-10-28";"réseaux sociaux";"qualité produit";""
158571;10;35;83;"2021-10-30";"téléphone";"service après-vente";"1"
158572;9;91;35;"2021-09-29";"téléphone";"service après-vente";"1"
158573;10;67;20;"2021-11-23";"téléphone";"qualité produit";"1"
158574;7;100;64;"2021-04-29";"email";"qualité produit";"1"
158575;8;133;43;"2021-07-11";"réseaux sociaux";"qualité produit";""
158576;7;92;73;"2021-05-09";"email";"qualité produit";"1"
158577;6;119;20;"2021-07-17";"réseaux sociaux";"qualité produit";""
158578;7;130;47;"2021-06-05";"téléphone";"livraison";"1"
158579;7;21;60;"2021-06-30";"email";"service après-vente";"1"
158580;8;13;76;"2021-06-24";"email";"expérience en magasin";"1"
158581;6;75;81;"2021-06-25";"réseaux sociaux";"qualité produit";""
158582;8;61;45;"2021-11-12";"email";"qualité produit";"1"
158583;8;118;4;"2021-12-12";"réseaux sociaux";"expérience en magasin";""
158584;9;71;66;"2021-11-29";"téléphone";"drive";"1"
158585;8;136;45;"2021-08-03";"téléphone";"livraison";"1"
158586;9;4;13;"2021-03-10";"réseaux sociaux";"drive";"1"
158587;9;14;65;"2021-11-22";"réseaux sociaux";"expérience en magasin";""
158588;6;88;42;"2021-01-09";"réseaux sociaux";"livraison";""
158589;7;20;3;"2021-09-05";"téléphone";"livraison";"1"
158590;9;57;78;"2021-07-12";"réseaux sociaux";"expérience en magasin";""
158591;7;83;63;"2021-01-13";"email";"service après-vente";"0"
158592;9;45;17;"2021-01-06";"téléphone";"qualité produit";"0"
158593;8;42;8;"2021-07-06";"téléphone";"drive";"1"
158594;9;80;41;"2021-06-22";"email";"service après-vente";"1"
158595;9;48;64;"2021-04-02";"email";"qualité produit";"1"
158596;9;15;71;"2021-06-14";"réseaux sociaux";"service après-vente";""
158597;7;66;73;"2021-01-26";"réseaux sociaux";"expérience en magasin";"1"
158598;7;37;73;"2021-04-14";"email";"expérience en magasin";"1"
158599;8;82;63;"2021-06-27";"réseaux sociaux";"livraison";""
158600;7;126;74;"2021-09-26";"réseaux sociaux";"livraison";""
158601;9;83;34;"2021-10-25";"réseaux sociaux";"service après-vente";""
158602;9;5;18;"2021-10-25";"email";"livraison";"1"
158603;10;59;50;"2021-12-12";"téléphone";"drive";"1"
158604;9;58;45;"2021-02-27";"email";"qualité produit";"1"
158605;7;25;55;"2021-08-05";"réseaux sociaux";"livraison";""
158606;10;27;56;"2021-04-09";"réseaux sociaux";"qualité produit";""
158607;7;20;53;"2021-07-01";"email";"expérience en magasin";"1"
158608;9;131;58;"2021-08-11";"réseaux sociaux";"expérience en magasin";""
158609;9;116;7;"2021-10-17";"téléphone";"expérience en magasin";"1"
158610;8;111;61;"2021-08-06";"réseaux sociaux";"drive";""
158611;7;50;42;"2021-03-17";"email";"expérience en magasin";"1"
158612;7;34;45;"2021-02-23";"téléphone";"service après-vente";"1"
158613;9;27;82;"2021-08-13";"réseaux sociaux";"expérience en magasin";""
158614;8;47;26;"2021-06-05";"réseaux sociaux";"service après-vente";"1"
158615;7;86;40;"2021-03-10";"téléphone";"drive";"1"
158616;8;133;59;"2021-10-09";"téléphone";"livraison";"0"
158617;9;28;79;"2021-09-20";"téléphone";"qualité produit";"0"
158618;9;101;13;"2021-07-11";"réseaux sociaux";"drive";"1"
158619;10;113;32;"2021-04-04";"réseaux sociaux";"drive";""
158620;9;102;79;"2021-07-14";"réseaux sociaux";"qualité produit";"1"
158621;7;49;60;"2021-12-18";"téléphone";"drive";"1"
158622;7;36;6;"2021-11-07";"téléphone";"service après-vente";"1"
158623;7;29;30;"2021-01-29";"email";"livraison";"1"
158624;9;69;34;"2021-02-15";"téléphone";"drive";"1"
158625;9;48;61;"2021-08-23";"email";"livraison";"1"
158626;8;97;57;"2021-10-23";"email";"livraison";"1"
158627;10;10;53;"2021-10-31";"réseaux sociaux";"qualité produit";""
158628;10;137;18;"2021-02-26";"email";"qualité produit";"1"
158629;7;61;69;"2021-10-18";"téléphone";"expérience en magasin";"1"
158630;7;143;58;"2021-08-27";"réseaux sociaux";"drive";""
158631;7;35;66;"2021-08-10";"email";"drive";"1"
158632;7;2;57;"2021-04-05";"téléphone";"service après-vente";"1"
158633;9;86;81;"2021-02-04";"téléphone";"expérience en magasin";"1"
158634;6;47;61;"2021-04-06";"réseaux sociaux";"drive";""
158635;8;53;34;"2021-10-22";"email";"expérience en magasin";"1"
158636;10;100;48;"2021-06-04";"email";"expérience en magasin";"1"
158637;7;21;50;"2021-03-08";"email";"expérience en magasin";"1"
158638;8;50;46;"2021-09-02";"téléphone";"service après-vente";"1"
158639;10;28;50;"2021-04-18";"téléphone";"expérience en magasin";"1"
158640;9;59;82;"2021-08-16";"téléphone";"drive";"1"
158641;9;139;14;"2021-06-18";"email";"qualité produit";"1"
158642;9;98;41;"2021-07-10";"téléphone";"qualité produit";"1"
158643;7;122;3;"2021-10-09";"email";"livraison";"1"
158644;7;6;27;"2021-11-08";"téléphone";"livraison";"1"
158645;9;109;61;"2021-08-30";"email";"expérience en magasin";"1"
158646;9;32;69;"2021-08-16";"réseaux sociaux";"expérience en magasin";"1"
158647;7;107;59;"2021-06-15";"téléphone";"service après-vente";"1"
158648;6;110;80;"2021-08-12";"réseaux sociaux";"service après-vente";""
158649;7;31;32;"2021-11-08";"réseaux sociaux";"service après-vente";""
158650;7;87;37;"2021-01-27";"email";"service après-vente";"1"
158651;8;142;72;"2021-07-19";"email";"service après-vente";"1"
158652;10;130;28;"2021-11-26";"téléphone";"drive";"1"
158653;10;13;12;"2021-10-31";"email";"expérience en magasin";"1"
158654;8;9;30;"2021-11-06";"email";"qualité produit";"1"
158655;9;33;22;"2021-04-05";"email";"drive";"1"
158656;10;40;14;"2021-09-04";"téléphone";"qualité produit";"1"
158657;10;98;78;"2021-04-29";"téléphone";"service après-vente";"1"
158658;8;94;75;"2021-07-25";"téléphone";"qualité produit";"1"
158659;10;114;30;"2021-08-05";"téléphone";"qualité produit";"1"
158660;8;96;40;"2021-07-18";"email";"qualité produit";"1"
